Date,Open,High,Low,Close,Volume
2018-03-09,117.00931954617039,117.981931444165,108.36453464847398,121.14770917040988,5043891
2018-03-12,117.63838424054347,112.81652469612318,119.75121018373352,112.96436920833995,9908936
2018-03-13,110.4281561612031,112.21629810706018,108.36696354083296,115.40384676673914,5331968
2018-03-14,117.33527407783194,,109.7207107835459,115.58917517253141,6993920
2018-03-15,109.70347838232662,124.0815935479078,113.76347132997446,118.80812996527312,1264105
2018-03-16,116.70936325499005,116.00327074485261,117.7066888092273,111.99827468999955,8478862
2018-03-19,120.48415919466414,121.62997819267002,106.19193421649591,119.52111922447078,9179326
2018-03-20,112.49825823825105,110.77551367968033,107.84228414933861,116.1155640709502,1075412
2018-03-21,102.99865539798274,113.94952944721217,110.33418296777492,105.43497272968065,9636932
2018-03-22,114.40938170005819,115.16488453970312,112.75638891629238,119.6356777006597,2594473
2018-03-23,115.99647353896901,109.65288105795206,105.9615495491264,116.2500089460788,4264032
2018-03-26,116.99057126169672,116.14262974403081,113.65342085592279,112.4785534490688,4314749
2018-03-27,123.20183489028005,124.01321130848055,113.25915200654367,116.16902404430564,4545631
2018-03-28,114.7498209000202,112.25926199275878,117.06687142288058,105.94684919727356,1158686
2018-03-29,122.85690364106702,120.96494212323378,117.1632316317037,119.71982109367423,4668024
2018-03-30,118.16799696062424,124.36172631888934,121.12458941249558,122.68290717845657,2837287
2018-04-02,119.91970987244018,118.72934135633648,114.74383984788571,121.75594794844545,1828511
2018-04-03,111.9734258372629,117.10988618230758,112.96404764090006,127.46418519933819,8485088
2018-04-04,119.68894065009334,120.7463213443215,115.51999139396933,118.35024964894092,6325816
2018-04-05,123.27456835154823,129.9728079476266,113.5828042885492,115.01149096860522,8035836
2018-04-06,120.5912079372381,119.76741442521976,102.22066996973597,121.14184170728075,7888271
2018-04-09,125.30687082704485,117.83663534636896,112.02676562001393,117.58450976083448,3169568
2018-04-10,108.9146882614172,117.41824951328522,121.28948239915168,125.85833856884403,7269308
2018-04-11,117.12624936154181,126.27624973342485,114.48690393851645,117.62559288008093,7714735
2018-04-12,117.04535072208911,117.46569818429097,120.81736871744667,120.93880185784003,2014095
2018-04-13,116.9119210040808,116.23834118754564,109.19054114723109,120.0289837979361,7108975
2018-04-16,120.6600587131163,124.81164326456438,127.75298691822019,132.9853231088327,9905197
2018-04-17,125.52810285139935,121.07792164463702,123.9957147416129,125.21807565663858,4356239
2018-04-18,116.94100124257622,124.72408008504769,119.1513414946577,111.09697412919272,2456748
2018-04-19,129.59664938543878,134.09518824427332,123.81749881834673,128.29346922536877,9007095
2018-04-20,125.72151379334005,131.51219934630248,120.06643183973847,129.95902412820317,2599198
2018-04-23,114.77930713633725,121.1391890684032,116.58077579692296,122.92674856812368,9661441
2018-04-24,120.37672300779671,119.51027889236951,115.45784319888524,127.02914123152215,9953234
2018-04-25,124.33850656789963,117.9902342073504,119.56706642289956,121.72873430196219,7081824
2018-04-26,111.5599794218206,129.51563960513974,121.27803977008095,121.28303642641376,6413853
2018-04-27,121.43602449250231,127.08578838616512,118.75850684285447,127.94309730010023,9882992
2018-04-30,125.17604159341207,117.96864448313772,127.22943879665817,124.18091460195731,9264033
2018-05-01,132.51813764960053,131.432282915596,121.46098912095663,115.75785341848719,9839841
2018-05-02,119.81050657541155,130.30866769576483,114.67279282327881,121.59049302622032,1587374
2018-05-03,135.0838941317437,120.81328464629468,122.76339108702813,118.99520650005965,8656003
2018-05-04,123.76355224912395,120.3576761979742,121.83139266655915,124.57861280231586,4395852
2018-05-07,116.45288233209702,134.79657593504768,122.19056393330797,124.66590898555599,9816999
2018-05-08,126.0114997890751,130.38497603329895,124.1152934445525,119.74002999046984,9680586
2018-05-09,115.97011682917044,135.95431761963837,124.05202941159149,124.44276266358771,4541357
2018-05-10,119.86922918955096,131.57553742126203,120.17825416291066,126.23564160946879,2169588
2018-05-11,130.42877323714205,126.37738663767695,119.80789311185399,128.34031447097917,2114710
2018-05-14,125.24057502504886,131.6053864364364,132.28630111980294,121.47836669268018,7794992
2018-05-15,131.52081820575563,124.8212330065438,119.73999877223346,126.6948594468987,6596424
2018-05-16,124.41993915682131,135.8297390040754,129.05797744251836,130.04224492586042,3131991
2018-05-17,127.3880365657766,129.9100149609276,126.6742397281087,131.21498784155958,9103027
2018-05-18,124.5773549477329,129.00003432231668,128.17164828634287,122.37244651195715,9150470
2018-05-21,129.16773145932387,125.72465806853037,119.32185683171849,128.0515127780628,3301565
2018-05-22,122.14663279445975,127.60675551986084,126.2190622392332,134.35712562476095,3798177
2018-05-23,118.98501370325116,127.50145273727155,128.49001959735637,126.49816469415359,8973609
2018-05-24,130.74515494159357,123.32506602811989,125.08332432678176,122.03326791567736,3706649
2018-05-25,124.38377572032672,132.55448548931483,126.26291837203881,127.54069168610134,1480816
2018-05-28,138.15465033000334,127.27132615658603,124.40776322686835,134.3611018393951,9586701
2018-05-29,127.65795876111213,141.63912333828898,124.71828835101628,126.97719215421353,9449560
2018-05-30,125.36998550713261,133.851597714218,126.63210431114541,128.34131778041055,2829993
2018-05-31,117.6120578208631,131.745761153435,128.61077053687256,137.02826575644335,5041080
2018-06-01,143.99105690815185,129.1669965113796,124.16848515514147,127.87807098092783,6377221
2018-06-04,130.85225760318679,129.22337898466546,125.09830001813863,122.19524463250326,1262660
2018-06-05,125.00872709818044,136.93465585315343,134.23198856869354,130.7867308336277,7939772
2018-06-06,133.55009326220824,135.88403681551782,122.96228270878963,138.66358643974374,2360322
2018-06-07,143.30632773719236,135.4522138757787,132.63866243425954,133.60000842487645,9555103
2018-06-08,129.34697099466865,131.98045481500895,125.56003975905989,135.10949120478242,4701516
2018-06-11,133.0954032252118,123.40998245340282,127.45497682708267,137.91369716001503,1001108
2018-06-12,139.3854575561555,132.39753619456008,129.6533057562898,118.90338910121163,9057621
2018-06-13,128.65038222364308,129.25987922712028,133.42648515860526,136.99670989960936,2991448
2018-06-14,126.60543965389539,128.9870953763428,128.71339975148143,133.72338890219234,8212447
2018-06-15,130.14365166013175,129.28359360358024,132.87732451401382,128.8582245023727,8675236
2018-06-18,131.0110885510372,126.88427075495947,127.11672184688507,133.33595874049124,5309327
2018-06-19,133.17341231609853,141.85072436296608,121.2621178396541,133.98463128079078,4500377
2018-06-20,137.00092391800337,139.1062518100636,124.25870000585557,129.80512523376143,1870108
2018-06-21,135.94719360903855,131.359061919531,138.0625147377132,135.68368966573607,7275654
2018-06-22,134.91400552941687,133.39827694422627,125.42996089513242,125.7007450623113,5617701
2018-06-25,141.85384838827457,129.57709512295241,147.1473641937453,136.84234199284063,3037204
2018-06-26,132.00186369855368,137.57911989281558,134.79497529071605,139.25868086017928,2468231
2018-06-27,143.0535833362277,127.7859031912401,130.8965960380794,128.94090256267233,3828189
2018-06-28,138.8542027985966,134.42566839924046,131.07739351604113,139.85461165104968,6839614
2018-06-29,135.47101322534027,141.44566058737195,134.50192491861526,133.68786677832753,2541947
2018-07-02,137.3818268372318,142.51485121938308,141.70063243684024,135.2421751060191,6958407
2018-07-03,129.21434161163953,132.4447432851042,127.19492689751078,139.01061114880392,3258974
2018-07-04,135.750585787671,144.52655761476956,128.3956260370229,132.23866099488347,8186088
2018-07-05,130.91982115962932,139.71570249784457,135.9211324995814,141.693802427734,6027463
2018-07-06,144.85213849776665,138.63318660950478,137.3480729979985,130.61475590174612,2373719
2018-07-09,152.92154086177584,142.39250909375843,140.36189595354824,130.88211658207754,4136836
2018-07-10,129.88468879873784,137.3922438209469,134.63384952569308,139.7456131140741,4455120
2018-07-11,126.93418385483291,145.89682894998882,,130.73487655106098,8181833
2018-07-12,139.31022375453125,141.00044092471,147.4344751453458,140.47879885774643,7163401
2018-07-13,139.20238437357813,144.41989846546463,135.90038200416396,142.56044058756845,4044940
2018-07-16,134.50752875683216,142.13369327881932,132.33523310562302,134.27444273857296,5472413
2018-07-17,139.65637487183298,144.3912148284426,128.46984767805588,138.65616929618113,6458679
2018-07-18,132.9623539402987,137.90078537381982,137.1423149930905,141.13952402780959,1077021
2018-07-19,129.05736117686752,143.5410410846613,138.23003000237483,132.91721373926498,5563028
2018-07-20,133.475265685442,159.97118539541316,135.09285056339874,141.50660402957786,7368223
2018-07-23,141.30717747752948,140.12853856643724,139.66337899269323,140.08883536005345,5319005
2018-07-24,136.03703553022893,141.364819468972,139.7024589090246,142.54160521616234,6233114
2018-07-25,148.1164086931615,132.7900256860063,141.01503881440513,146.20761770052718,1201648
2018-07-26,142.07586839140635,141.1666539064862,145.00124548395792,140.80295474513565,6482824
2018-07-27,130.24622277327805,138.97097798950807,133.79952347007546,154.46760235874436,4345503
2018-07-30,,144.0107973840014,151.42041976801093,141.9606116725348,4548475
2018-07-31,146.5144352605584,147.82213565283266,140.31326864108914,142.2449785643482,5828665
2018-08-01,139.3880503175968,143.72232739768063,134.72323443001838,139.8017414727758,9968940
2018-08-02,136.30787681771187,,139.11508776118455,139.7686270367541,4554498
2018-08-03,142.49014575918798,,136.85745454869289,135.14166557090746,9442372
2018-08-06,132.67111381404376,137.91371536445885,134.86779547034755,140.19847891315482,1856271
2018-08-07,138.44151010952285,139.71547378975444,145.8504622167778,139.93678086036684,5170598
2018-08-08,142.09972798694827,145.5836852519545,132.04193147344455,138.70078432900814,2223638
2018-08-09,149.1904808621971,138.96722826333468,149.43864673243024,144.21085125906603,5282824
2018-08-10,144.662611067839,150.6167614970349,148.62402230758465,133.6813177987352,5463514
2018-08-13,145.07987049146797,141.65025187443302,141.89602795648426,144.62501719971684,8546230
2018-08-14,139.23980692978733,143.74133611474804,140.76686167361993,141.03760203349606,3095327
2018-08-15,137.2250782510389,141.30460335055662,148.71661623296683,145.9503954957473,3959391
2018-08-16,144.11853124827,154.6780972927275,135.38568068835764,149.44600547350265,1742459
2018-08-17,142.7363631104981,146.3927468351171,139.99127616315187,141.1473437569423,8306600
2018-08-20,,149.55243848990438,137.26052379559562,146.39330864656236,8700467
2018-08-21,147.28945486381778,146.23517205227458,137.42538878908087,143.47873662817807,7154554
2018-08-22,139.9287467957811,146.94205905503188,143.84420657555773,145.83451006411923,2554410
2018-08-23,145.02039077848534,148.45441578175326,144.3703175143056,147.20586531672248,1628423
2018-08-24,151.947026798093,148.1577479737559,147.31563673457666,147.77657860333073,5645126
2018-08-27,152.9767063943156,155.83301560919895,139.69067758251938,148.4210458715535,5007976
2018-08-28,149.8405252203792,143.3630463631739,146.48851749351138,148.32212909684293,7893576
2018-08-29,141.45039883005833,142.85482948590308,136.93143245245875,150.40512945190943,1837620
2018-08-30,146.08528618666202,154.14305754747852,140.82499307787148,148.71264285513504,8383074
2018-08-31,155.97513704325428,158.3525034854097,153.74861556561225,133.52062385955242,1641559
2018-09-03,155.25501757316948,145.29088818035498,140.39543022040118,143.05461568183975,1858233
2018-09-04,,150.93287516545803,148.67730053271418,147.10333507948025,8364615
2018-09-05,140.23950440735481,157.33510705191946,147.83927559492375,149.2223701497879,2263334
2018-09-06,147.97421470719232,156.02998706065515,143.7825499329492,150.72339276983243,8585853
2018-09-07,142.00069212274929,146.60363420731775,138.35280636309898,143.75267966157878,4866296
2018-09-10,144.62250147550253,148.54127099474087,143.9498288056972,140.97225651567584,7234287
2018-09-11,144.72601543629617,154.56748129294883,154.99098319647143,148.50247935388572,5608686
2018-09-12,142.38200947467396,154.61260996113975,157.89932925750958,143.32783369755813,5279987
2018-09-13,141.2900737490497,150.18209535795137,150.3636608957033,147.78038249346537,8299869
2018-09-14,152.31853623002203,148.72593206029802,143.0536493417263,145.93718140103005,3622099
2018-09-17,143.09459614384107,151.86777686836786,145.25405023500414,153.06728656875322,4121259
2018-09-18,154.10130710189495,158.0827646923958,141.94926533830545,163.21583392790123,8774912
2018-09-19,151.0330197335577,153.51017675839228,139.66346602368864,143.60985689210233,7704368
2018-09-20,146.0803522229944,155.76558779168593,133.50291032808715,153.2702241242772,8235511
2018-09-21,149.54619097794145,154.9116992938633,153.00874194742198,153.63281696613328,6870308
2018-09-24,138.62747246727182,155.5215633749566,146.58941345926178,157.71127962301952,2261642
2018-09-25,152.63508135194627,156.03184577058093,144.65816136715378,148.23155243921806,8926462
2018-09-26,145.3266741797651,151.2579330337941,146.30447923370943,150.72189457074597,2224157
2018-09-27,144.29983129251775,156.44436396231634,151.20575200716715,151.65623165901593,8797334
2018-09-28,150.63856177186491,154.52383933027176,155.60289764363594,153.08286564727624,2369915
2018-10-01,144.6578356516586,155.7425894182513,150.1719155026595,155.68241072098064,8548026
2018-10-02,151.63752313674308,151.4583680317071,150.10164760132017,153.58980043316558,9796502
2018-10-03,148.56443924669063,150.8423545896853,147.42721594581448,147.97814984208256,7832292
2018-10-04,152.9303361331446,150.0742196506543,157.44617140396326,152.77966646336176,1055933
2018-10-05,153.02106364657936,157.5686496794525,153.3343932393558,159.33213322797423,6773908
2018-10-08,151.2858841385696,157.2523955481934,148.82429938356995,149.85135745683337,8417653
2018-10-09,152.77776320663486,154.69483198533675,147.57371504059165,150.73453784408073,5182647
2018-10-10,154.70052945862318,154.39148840284165,151.0846574728984,156.86296952411703,8334038
2018-10-11,145.38502606765385,152.5454109084999,152.69287502268804,157.29856762601403,9361801
2018-10-12,146.68316962898922,159.63972596809842,153.34277236989593,154.636689946945,7104008
2018-10-15,150.64503263899545,164.4737891695303,156.52723244699098,164.50113522445344,2438907
2018-10-16,155.0499803718579,154.7697983803748,149.7657250391199,163.01329707098927,7250767
2018-10-17,154.66230350894585,169.08442640244792,165.0006512240643,157.65567584217223,3590462
2018-10-18,155.63934281083277,165.0360354784682,158.30035953113827,157.04051763228426,5640311
2018-10-19,151.6821991552292,155.98711640251912,147.42975378016607,157.8351521121485,5991872
2018-10-22,152.23815858201522,151.6536745307005,151.09875349140654,162.7204075655202,3842826
2018-10-23,160.79167518025633,159.03034637228268,154.55655041718276,149.46579820778177,9693064
2018-10-24,153.30896144228615,159.1185208399919,158.47416959656164,153.46910665467973,4098280
2018-10-25,157.5441567319354,156.6902816684255,149.8385070864788,163.7900769858672,3829620
2018-10-26,150.429595282793,157.46818711051904,155.71376088212872,155.57809580816465,2234725
2018-10-29,160.16066032524154,164.38338401072903,156.17210296127712,160.07959858485,5115225
2018-10-30,164.4179907908467,161.21140990636252,155.3865145112729,156.92814969481225,2470511
2018-10-31,146.04599043828097,163.28434572151312,152.33243912762015,157.64285153463535,9318963
2018-11-01,153.27386218716174,164.31657125539982,156.31138367739882,163.51241970882694,1984392
2018-11-02,159.32047651136833,162.88166343487205,159.3464065660646,163.61058400911367,5907240
2018-11-05,172.54665528608655,158.14505450295994,153.7273045026378,163.18843520920905,8247035
2018-11-06,163.00460673365572,158.52301741021486,159.0313840131582,159.9462518612029,9818519
2018-11-07,147.85626377936043,160.64655687378243,152.93213992964186,161.6469666256386,6318659
2018-11-08,162.76482659403203,170.14141477078238,153.25343373023134,156.53891786129824,8999422
2018-11-09,162.291196882632,162.9925600726215,162.8836986764924,,3980400
2018-11-12,157.82845458039736,162.24573643362257,156.6333899885045,159.42121746230256,9602832
2018-11-13,156.76003793999283,165.98731143616072,160.71591451596638,157.62690708165536,3474553
2018-11-14,166.63469711947695,167.92492201075285,157.73447158860722,159.73170427637288,8913582
2018-11-15,162.40795682511512,174.83571137251823,157.0216772807324,166.57621472389107,2508814
2018-11-16,155.39719812472293,170.14406340038062,152.86798919414113,166.22933729105867,1242444
2018-11-19,159.6766738687338,172.42259673208977,151.99476702260117,154.40999885160946,2588188
2018-11-20,153.12600915316915,168.72457501352505,157.5822613202013,160.05041984908146,8594851
2018-11-21,162.15221715374054,159.2871395327248,155.98832670124096,153.99330905813707,7070281
2018-11-22,159.38772750562435,163.47932265398717,153.04698932237721,165.19257866733304,4121554
2018-11-23,157.36080076619072,156.51394567434136,163.80133066298978,167.60799948620482,2804825
2018-11-26,159.74456025363708,160.31548215777548,160.98246629594578,163.98182128518374,9763585
2018-11-27,168.3389621553659,161.1741509775139,158.5121719372979,167.19021684188357,2823950
2018-11-28,158.34655062762596,166.76725676655664,164.6446251093217,160.69157315628573,5086702
2018-11-29,163.38316387478025,159.16285879962547,161.39591142762686,161.5430723011546,9325597
2018-11-30,160.657424319123,167.93124160499582,162.6983364692712,164.58241565568113,1044718
2018-12-03,166.23378765059718,161.1668051461433,156.45691567352924,161.85184511541132,6705519
2018-12-04,163.83616987454727,156.29433125631954,162.5700022443982,172.11335033176744,1303316
2018-12-05,158.50037720585496,172.05525635913258,161.67755002258735,163.97397175727306,3358657
2018-12-06,165.85116164922619,164.9156287223787,164.86001322950045,169.52719553056124,5127476
2018-12-07,158.31413372979776,168.02934382785998,166.7336564654273,156.71940050014027,5391265
2018-12-10,164.43806131024434,163.79341980885272,164.21236843068846,169.20102896075673,4775312
2018-12-11,162.9772846122539,165.14864362160677,162.3605560546173,163.91002829359263,6774042
2018-12-12,158.87360830738845,168.10363370878758,153.97715721814683,169.23576042553995,7682110
2018-12-13,161.88365730762948,169.12509959748047,167.26026561204378,172.1316550827987,2716324
2018-12-14,162.35932203213127,169.0360467054728,161.2348554772017,178.2779921328533,3300713
2018-12-17,166.6616203251835,164.13900706262467,162.55081367831994,164.1268843562832,7390099
2018-12-18,170.15248509233092,167.38658331955202,166.8246890917115,169.5334674438561,8272423
2018-12-19,170.61589466468612,174.02052584660396,171.15700308136365,172.9519961071869,9435506
2018-12-20,164.26377690472052,161.45889528216904,155.53332524666138,165.9233686607658,6582962
2018-12-21,165.90159337239638,175.59780489964652,165.31725662045594,169.08892007360285,3777415
2018-12-24,158.2688814871068,170.6915956197688,170.22318186076615,174.23031893544092,9113758
2018-12-25,162.48808298683738,174.42763272270116,164.42133348934186,170.37875026386072,7201602
2018-12-26,164.66951640251298,170.4138633955279,163.11767434928478,167.16723946325226,3765928
2018-12-27,172.28203647896262,175.6307606615174,161.25965189113603,157.0311215388854,9054968
2018-12-28,172.41522734988615,171.25943183406184,165.1835442431035,173.14210836295615,5269158
2018-12-31,168.4459511879945,171.4060052483491,158.53023572545186,179.69221327533756,3132511
2019-01-01,171.95283833655688,162.91357206966214,162.15753169666905,164.58265849731666,2131027
2019-01-02,163.8353082820171,,168.85114030992264,170.71959015267595,4720867
2019-01-03,173.77033248406113,176.93474709440775,168.3637130984822,174.39178977656636,6247841
2019-01-04,165.66588627741686,175.48487405694695,169.5056808105599,177.0731700282275,2617334
2019-01-07,182.6925321239049,175.17873176791062,174.829946427946,170.25578355975196,1870870
2019-01-08,160.99346204149188,168.59532281232723,171.26341926828565,175.72966021856513,1741303
2019-01-09,164.88967476413177,171.41344113102517,163.3994835536426,163.17837505826265,3936615
2019-01-10,176.025715368501,176.58735958291098,157.4019430335737,178.7270406747548,2067698
2019-01-11,169.53874073467333,170.64135607599673,177.01404937231217,170.05399562950896,4719065
2019-01-14,165.31843581217655,175.9461798005527,170.2866504495171,178.51925167174397,3835488
2019-01-15,175.26863792544074,169.02682678655438,170.38603653322363,169.50477133816074,3199872
2019-01-16,172.46200873602206,179.212461360501,169.75293850841985,168.37781884603967,4262801
2019-01-17,172.20471754460795,183.53960053224367,171.0583814233952,162.94037794669856,4767891
2019-01-18,171.4204669082187,170.49838254425347,165.117446206211,176.1875091132763,1806559
2019-01-21,177.93711723261123,171.77666314411343,161.68529301768547,172.03364161471694,2089814
2019-01-22,170.61225281704026,176.87303424114563,182.1806775446206,170.7721822528231,7395972
2019-01-23,168.1531510349954,175.09149971724503,177.29134275597255,176.46258041778415,9309952
2019-01-24,183.97694518183687,174.24069921865032,176.28273128067573,171.07276851885635,3896257
2019-01-25,186.43428430419553,179.2813587565947,165.36434728835746,177.9629665763295,4470971
2019-01-28,174.9262806029101,179.2064720214214,171.50712494090837,173.6252946798403,5787957
2019-01-29,179.15066676356676,179.36238713999737,170.036858356846,182.94818099475336,8698780
2019-01-30,182.76107818733837,175.4402467725617,,173.0745537291624,8307298
2019-01-31,177.30148811732892,177.81539230224143,176.60237395530547,179.12371145988084,9022387
2019-02-01,181.4600187846109,177.7834790860612,172.3738318801501,176.62890604157246,8586763
2019-02-04,175.01936120735593,188.55264732245863,171.61356733439504,167.0656696877758,5005021
2019-02-05,167.625131085399,185.29395142843143,169.82400800357306,176.3833872807016,7090301
2019-02-06,176.52207775521862,185.3072214448494,168.59876456798955,,2179605
2019-02-07,170.84473717654333,173.07429380843456,172.1672409271878,181.78240935401882,8855230
2019-02-08,169.2103621478626,183.17891399849216,173.56505545589633,172.1932137688988,7387341
2019-02-11,180.8497943715709,176.15885479167187,168.90698535947493,190.97257368182443,2041348
2019-02-12,170.04839965211426,179.5057586819447,167.88149837079044,176.93712721145053,2894422
2019-02-13,182.85763245031123,176.2428314844168,186.69556848425677,173.6035185985862,3176010
2019-02-14,174.67565321201425,185.0352711514163,178.51685666421514,180.51879499079402,6721615
2019-02-15,176.60034705409257,174.24563210294153,170.5138245786154,178.6838155874226,2814165
2019-02-18,182.8973689370872,174.98517111750837,178.71691448941957,182.33393755711415,4061266
2019-02-19,177.58294309544888,174.985747529884,170.08505637468897,175.7806776164129,9312939
2019-02-20,177.3965726623603,169.91959566642214,177.8285016539695,189.5571893499475,3063475
2019-02-21,184.76899086979208,180.85648392242814,170.324313989766,181.5262460214598,7293252
2019-02-22,186.78237277003905,185.81451168745025,179.14216570913558,178.06504785540275,3446757
2019-02-25,186.67706066063764,169.64078200329004,168.45658918535787,185.03570734264903,4704711
2019-02-26,178.10985099084735,182.20343259887056,177.90434833698953,181.94409741410084,5807653
2019-02-27,184.20664075897636,181.6076561720571,179.02052740957694,174.0672274836574,6188843
2019-02-28,180.76745346087847,181.81750895284657,186.54967700058276,179.87208644360135,1448382
2019-03-01,174.63219254729051,191.26308456995696,175.7053594905367,177.1052702930589,8161711
2019-03-04,181.60867252160165,189.0350600232999,174.50005966705314,185.62896414547834,6818397
2019-03-05,179.7597777852911,188.2341381731375,180.7541411830408,184.52895899084527,9738058
2019-03-06,188.47975462789935,185.25184229931023,178.68486647842266,182.21399502749344,3919788
2019-03-07,174.88036736228378,187.84748960638572,181.5222731152081,187.97035275916008,1228769
2019-03-08,185.52884684677105,180.64412817351385,179.2132472136257,181.28131624882766,8967304
2019-03-11,182.38050708116825,176.12697743352302,176.04892472130186,169.90869155859343,6839708
2019-03-12,198.37252399530877,178.5888227429934,171.55160504234442,170.0051903457602,7821126
2019-03-13,179.00140448912387,191.38676659365987,186.0361538046347,189.6922977548258,5138477
2019-03-14,185.03742653893542,189.32433278599726,187.5811786130977,185.24909504086364,2818387
2019-03-15,185.4454185173027,182.19745805507958,178.6196104044558,185.18545073206235,5262518
2019-03-18,182.61517471055907,188.62659362679182,190.75648906750612,188.2766418027717,8722617
2019-03-19,181.2096133112076,184.3803109645066,182.04580905626796,182.649420593184,5465690
2019-03-20,177.9548815219977,182.82574895495875,195.157147051675,197.23858842465012,6314698
2019-03-21,183.25862331995774,186.78337187529183,185.65856947677617,,8856809
2019-03-22,185.62014255228817,190.26567569638394,179.1781780121216,187.97171890011924,9420028
2019-03-25,190.48580007303306,186.31092606083317,177.67522693771787,188.23168260130717,5315586
2019-03-26,191.33781455335497,181.2029174531933,195.90536803466057,186.76722243313017,7132632
2019-03-27,188.38697560937908,183.64778306686182,179.30996435747824,188.08917295874446,3154822
2019-03-28,182.85867405971516,181.46809529935834,180.52599200785272,182.23284549095473,5694873
2019-03-29,187.92869501630713,188.3767961829296,190.24981552485195,196.14804944791393,9773417
2019-04-01,193.57297543765657,189.10058907407048,178.98910428928448,193.6096690511075,9755507
2019-04-02,193.202611857078,189.3533413858193,183.79544704192338,189.6565339128689,8455911
